 ID-EVENTO;TITULO;FECHA;HORA;CONTENT-URL;URL-ACTIVIDAD;NOMBRE-INSTALACION;CENTROID;COORDENADA-X;COORDENADA-Y;DISTRITO
8369822;Actividades lúdicas y recreativas;26/12/2015;10:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8e13956f69d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Gallur;4698;437704;4472452;LATINA
8279390;Atletismo. 38ª San Silvestre Popular y 51ª San Silvestre Internacional 2015;31/12/2015;17:30;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a8e5e445a96d0510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a343cebc33383310VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8557750;Baloncesto. Tecnificación Navidad Baloncesto;30/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c26637e13191510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c8415e5501261510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal San Blas;4689;448255;4475740;SAN BLAS-CANILLEJAS
8371090;Campus de Gimnasia Rítmica;21/12/2015;9:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=780306158f161510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=edce06158f161510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Daoíz y Velarde 1;134059;442592;4472731;RETIRO
8372737;Deportes. Campaña Navidad 2015/16. Distrito Usera;21/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b14a82dace261510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3c787dbcc261510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Orcasitas;4693;439629;4469896;USERA
8369821;Gala Navidad Gimnasia Rítmica Infantil;21/12/2015;18:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec13956f69d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Las Cruces;4538574;435889;4470323;LATINA
8148944;Partido de fútbol. Club Atlético de Madrid SAD - Levante UD SAD;02/01/2016;20:30;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd7e451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148965;Partido de fútbol. Club Atlético de Madrid SAD - RC Deportivo de La Coruña SAD;13/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e04451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148964;Partido de fútbol. Club Atlético de Madrid SAD - Real Sociedad de Fútbol SAD;02/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ca3451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148954;Partido de fútbol. Club Atlético de Madrid SAD - SD Eibar SAD;07/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94bf451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148951;Partido de fútbol. Club Atlético de Madrid SAD - Sevilla FC SAD;24/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=08ee451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148959;Partido de fútbol. Club Atlético de Madrid SAD - Villarreal CF SAD;21/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=48b0451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8149096;Partido de fútbol. Rayo Vallecano de Madrid SAD - FC Barcelona;02/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d0b75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149093;Partido de fútbol. Rayo Vallecano de Madrid SAD - RC Celta de Vigo SAD;24/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cfb75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149092;Partido de fútbol. Rayo Vallecano de Madrid SAD - Real sociedad de Fútbol SAD;03/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=390b75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149097;Partido de fútbol. Rayo Vallecano de Madrid SAD - SD Eibar SAD;13/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13ab75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149095;Partido de fútbol. Rayo Vallecano de Madrid SAD - Sevilla FC SAD;21/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c4b75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149094;Partido de fútbol. Rayo Vallecano de Madrid SAD - UD Las Palmas;07/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30cb75f68769e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=358430ebb669e410VgnVCM2000000c205a0aRCRD;Estadio de Vallecas;4659;444245;4471721;PUENTE DE VALLECAS
8149298;Partido de fútbol. Real Madrid CF - Athletic Club;14/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2867e11b8a69e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149300;Partido de fútbol. Real Madrid CF - Club Atlético de Madrid SAD;28/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aca84cd47b69e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149304;Partido de fútbol. Real Madrid CF - RC Celta de Vigo SAD;06/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fee94cd47b69e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149247;Partido de fútbol. Real Madrid CF - RC Deportivo de La Coruña SAD;10/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c0466fd7969e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149250;Partido de fútbol. Real Madrid CF - RCD Espanyol de Barcelona SAD;31/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=283466fd7969e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149249;Partido de fútbol. Real Madrid CF - Real Sporting de Gijón SAD;17/01/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=152466fd7969e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8149308;Partido de fútbol. Real Madrid CF - Sevilla FC SAD;20/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8e7c4cd47b69e410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=587f93e09869e410VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8371274;Torneo de Fútbol de Navidad;26/12/2015;9:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=44eba16432261510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c8415e5501261510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal San Blas;4689;448255;4475740;SAN BLAS-CANILLEJAS
8370386;Torneo de Fútbol Sala. Distrito San Blas - Canillejas;26/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1f84e6f42e51510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b5f39b5f6ed51510VgnVCM2000000c205a0aRCRD;Centro Deportivo Municipal San Blas;4689;448255;4475740;SAN BLAS-CANILLEJAS
8370389;Torneo de Fútbol. Distrito San Blas - Canillejas;26/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bf84e6f42e51510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b5f39b5f6ed51510VgnVCM2000000c205a0aRCRD;Centro Deportivo Municipal San Blas;4689;448255;4475740;SAN BLAS-CANILLEJAS
7828582;Tour Bernabéu;21/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53c06b3848eca410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96a0f841b01de310VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8368987;Trofeo de Navidad de Fútbol-Sala;28/12/2015;16:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=59543cda78d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal El Olivillo;84661;436820;4473354;LATINA
8368928;Trofeo de Navidad Fútbol 7;28/12/2015;17:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f12a3cda78d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Aluche;4696;434441;4470732;LATINA
8368275;¡Haz deporte y diviértete en Navidad!;28/12/2015;11:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=21991a4cffc51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df810bcfc7851510VgnVCM2000000c205a0aRCRD;Centro Deportivo Municipal La Mina;4695;436747;4470671;CARABANCHEL
